#organism_name	refseq_category	assembly_level	ftp_genome
Thermococcus_sp_P6	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/525/GCF_002214525.1_ASM221452v1/GCF_002214525.1_ASM221452v1_genomic.fna.gz
Thermococcus_radiotolerans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/565/GCF_002214565.1_ASM221456v1/GCF_002214565.1_ASM221456v1_genomic.fna.gz
Thermococcus_profundus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/585/GCF_002214585.1_ASM221458v1/GCF_002214585.1_ASM221458v1_genomic.fna.gz
Thermococcus_chitonophagus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/605/GCF_002214605.1_ASM221460v1/GCF_002214605.1_ASM221460v1_genomic.fna.gz
Diaphorobacter_polyhydroxybutyrativorans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/645/GCF_002214645.1_ASM221464v1/GCF_002214645.1_ASM221464v1_genomic.fna.gz
Laribacter_hongkongensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/025/GCF_000021025.1_ASM2102v1/GCF_000021025.1_ASM2102v1_genomic.fna.gz
Granulosicoccus_antarcticus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/215/GCF_002215215.1_ASM221521v1/GCF_002215215.1_ASM221521v1_genomic.fna.gz
Halorubrum_lacusprofundi	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/285/GCF_002215285.1_ASM221528v1/GCF_002215285.1_ASM221528v1_genomic.fna.gz
Porphyrobacter_sp_CACIAM_03H1	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/495/GCF_002215495.1_ASM221549v1/GCF_002215495.1_ASM221549v1_genomic.fna.gz
Shewanella_marisflavi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/585/GCF_002215585.1_ASM221558v1/GCF_002215585.1_ASM221558v1_genomic.fna.gz
Chryseobacterium_sp_T16E_39	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/065/GCF_002216065.1_ASM221606v1/GCF_002216065.1_ASM221606v1_genomic.fna.gz
Alcanivorax_sp_N3_2A	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/105/GCF_002216105.1_ASM221610v1/GCF_002216105.1_ASM221610v1_genomic.fna.gz
Halomonas_sp_N3_2A	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/165/GCF_002216165.1_ASM221616v1/GCF_002216165.1_ASM221616v1_genomic.fna.gz
Vibrio_sp_2521_89	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/685/GCF_002216685.1_ASM221668v1/GCF_002216685.1_ASM221668v1_genomic.fna.gz
Virgibacillus_phasianinus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/775/GCF_002216775.1_ASM221677v1/GCF_002216775.1_ASM221677v1_genomic.fna.gz
Brachybacterium_sp_VR2415	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/795/GCF_002216795.1_ASM221679v1/GCF_002216795.1_ASM221679v1_genomic.fna.gz
Paraphotobacterium_marinum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/855/GCF_002216855.1_ASM221685v1/GCF_002216855.1_ASM221685v1_genomic.fna.gz
Shewanella_bicestrii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/875/GCF_002216875.1_ASM221687v1/GCF_002216875.1_ASM221687v1_genomic.fna.gz
Geobacillus_thermocatenulatus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/665/GCF_002243665.1_ASM224366v1/GCF_002243665.1_ASM224366v1_genomic.fna.gz
Vibrio_casei	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/025/GCF_002218025.2_ASM221802v2/GCF_002218025.2_ASM221802v2_genomic.fna.gz
Vibrio_rumoiensis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/045/GCF_002218045.2_ASM221804v2/GCF_002218045.2_ASM221804v2_genomic.fna.gz
Sphingorhabdus_sp_SMR4y	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/195/GCF_002218195.1_ASM221819v1/GCF_002218195.1_ASM221819v1_genomic.fna.gz
Giant_panda_anellovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/365/GCF_002219365.1_ViralProj394294/GCF_002219365.1_ViralProj394294_genomic.fna.gz
Aimelvirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/405/GCF_002219405.1_ViralProj394302/GCF_002219405.1_ViralProj394302_genomic.fna.gz
Seal_parapoxvirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/465/GCF_002219465.1_ViralProj394314/GCF_002219465.1_ViralProj394314_genomic.fna.gz
Ungulate_tetraparvovirus_3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/485/GCF_002219485.1_ViralProj394319/GCF_002219485.1_ViralProj394319_genomic.fna.gz
Lettuce_necrotic_leaf_curl_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/685/GCF_002219685.1_ViralMultiSegProj394321/GCF_002219685.1_ViralMultiSegProj394321_genomic.fna.gz
Antonospora_locustae_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/845/GCF_002219845.1_ViralProj394315/GCF_002219845.1_ViralProj394315_genomic.fna.gz
Wencheng_Sm_shrew_coronavirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/865/GCF_002219865.1_ViralProj394320/GCF_002219865.1_ViralProj394320_genomic.fna.gz
Human_fecal_virus_Jorvi2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/885/GCF_002219885.1_ViralProj394289/GCF_002219885.1_ViralProj394289_genomic.fna.gz
Picobirnavirus_dog_KNA_2015	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/219/985/GCF_002219985.1_ViralProj394313/GCF_002219985.1_ViralProj394313_genomic.fna.gz
Motherwort_yellow_mottle_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/005/GCF_002220005.1_ViralMultiSegProj394318/GCF_002220005.1_ViralMultiSegProj394318_genomic.fna.gz
Bovine_papillomavirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/025/GCF_002220025.1_ViralProj394322/GCF_002220025.1_ViralProj394322_genomic.fna.gz
Bosea_sp_AS_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/095/GCF_002220095.1_ASM222009v1/GCF_002220095.1_ASM222009v1_genomic.fna.gz
Azotobacter_chroococcum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/155/GCF_002220155.1_ASM222015v1/GCF_002220155.1_ASM222015v1_genomic.fna.gz
Campylobacter_sputorum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1/GCF_002220735.1_ASM222073v1_genomic.fna.gz
Pseudoalteromonas_nigrifaciens	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/505/GCF_002221505.1_ASM222150v1/GCF_002221505.1_ASM222150v1_genomic.fna.gz
Vitreoscilla_filiformis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/655/GCF_002222655.1_ASM222265v1/GCF_002222655.1_ASM222265v1_genomic.fna.gz
Arthrobacter_sp_YN	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/285/GCF_002224285.1_ASM222428v1/GCF_002224285.1_ASM222428v1_genomic.fna.gz
Virgibacillus_necropolis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/365/GCF_002224365.1_ASM222436v1/GCF_002224365.1_ASM222436v1_genomic.fna.gz
Dehalobacterium_formicoaceticum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/645/GCF_002224645.1_ASM222464v1/GCF_002224645.1_ASM222464v1_genomic.fna.gz
Actinoalloteichus_hoggarensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/535/GCF_002234535.1_ASM223453v1/GCF_002234535.1_ASM223453v1_genomic.fna.gz
[Clostridium]_bolteae	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/575/GCF_002234575.2_ASM223457v2/GCF_002234575.2_ASM223457v2_genomic.fna.gz
Streptococcus_canis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/555/GCF_009738555.1_ASM973855v1/GCF_009738555.1_ASM973855v1_genomic.fna.gz
Pseudomonas_umsongensis	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/824/165/GCF_008824165.1_ASM882416v1/GCF_008824165.1_ASM882416v1_genomic.fna.gz
Dromedary_camel_bocaparvovirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/215/GCF_002237215.1_ViralProj392668/GCF_002237215.1_ViralProj392668_genomic.fna.gz
Zobellella_denitrificans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/485/GCF_002407485.1_ASM240748v1/GCF_002407485.1_ASM240748v1_genomic.fna.gz
Neisseria_sp_KEM232	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/445/GCF_002237445.1_ASM223744v1/GCF_002237445.1_ASM223744v1_genomic.fna.gz
Bacterioplanes_sanyensis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/535/GCF_002237535.1_ASM223753v1/GCF_002237535.1_ASM223753v1_genomic.fna.gz
Antarctobacter_heliothermus	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/425/GCF_900188425.1_IMG-taxon_2619619037_annotated_assembly/GCF_900188425.1_IMG-taxon_2619619037_annotated_assembly_genomic.fna.gz
Spiroplasma_corruscae	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/575/GCF_002237575.1_ASM223757v1/GCF_002237575.1_ASM223757v1_genomic.fna.gz
Labrenzia_sp_VG12	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/595/GCF_002237595.1_ASM223759v1/GCF_002237595.1_ASM223759v1_genomic.fna.gz
Erythrobacter_flavus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/615/GCF_002237615.1_ASM223761v1/GCF_002237615.1_ASM223761v1_genomic.fna.gz
Kocuria_indica	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/335/GCF_900177335.1_IMG-taxon_2708742531_annotated_assembly/GCF_900177335.1_IMG-taxon_2708742531_annotated_assembly_genomic.fna.gz
Thermoanaerobacterium_thermosaccharolyticum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/075/GCF_002250075.1_ASM225007v1/GCF_002250075.1_ASM225007v1_genomic.fna.gz
Legionella_clemsonensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/035/GCF_002240035.1_ASM224003v1/GCF_002240035.1_ASM224003v1_genomic.fna.gz
Leptotrichia_sp_oral_taxon_498	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/055/GCF_002240055.1_ASM224005v1/GCF_002240055.1_ASM224005v1_genomic.fna.gz
Prosthecochloris_sp_GSB1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/205/GCF_002240205.1_ASM224020v1/GCF_002240205.1_ASM224020v1_genomic.fna.gz
Paenibacillus_physcomitrellae	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/225/GCF_002240225.1_ASM224022v1/GCF_002240225.1_ASM224022v1_genomic.fna.gz
Prauserella_marina	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/355/GCF_002240355.1_ASM224035v1/GCF_002240355.1_ASM224035v1_genomic.fna.gz
Cellulomonas_sp_PSBB021	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/455/GCF_002240455.1_ASM224045v1/GCF_002240455.1_ASM224045v1_genomic.fna.gz
Paenibacillus_sp_RUD330	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/345/GCF_002243345.1_ASM224334v1/GCF_002243345.1_ASM224334v1_genomic.fna.gz
Mogibacterium_pumilum	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/385/GCF_002243385.1_ASM224338v1/GCF_002243385.1_ASM224338v1_genomic.fna.gz
Fusobacterium_sp_oral_taxon_203	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/405/GCF_002243405.1_ASM224340v1/GCF_002243405.1_ASM224340v1_genomic.fna.gz
Tumebacillus_algifaecis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/515/GCF_002243515.1_ASM224351v1/GCF_002243515.1_ASM224351v1_genomic.fna.gz
Brucella_ceti	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/555/GCF_002245555.1_ASM224555v1/GCF_002245555.1_ASM224555v1_genomic.fna.gz
Caldicellulosiruptor_bescii	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/875/GCF_002245875.1_ASM224587v1/GCF_002245875.1_ASM224587v1_genomic.fna.gz
Campylobacter_avium	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/935/GCF_002245935.1_ASM224593v1/GCF_002245935.1_ASM224593v1_genomic.fna.gz
Mycobacterium_marinum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/425/GCF_000723425.2_E11/GCF_000723425.2_E11_genomic.fna.gz
Citrobacter_farmeri	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/995/GCF_002249995.1_ASM224999v1/GCF_002249995.1_ASM224999v1_genomic.fna.gz
Kosakonia_cowanii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/089/895/GCF_004089895.1_ASM408989v1/GCF_004089895.1_ASM408989v1_genomic.fna.gz
Bacillus_cohnii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/055/GCF_002250055.1_ASM225005v1/GCF_002250055.1_ASM225005v1_genomic.fna.gz
Pectobacterium_carotovorum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/305/GCF_003031305.1_ASM303130v1/GCF_003031305.1_ASM303130v1_genomic.fna.gz
Alicycliphilus_denitrificans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/385/GCF_002250385.2_ASM225038v2/GCF_002250385.2_ASM225038v2_genomic.fna.gz
Pseudomonas_mandelii	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/065/GCF_900106065.1_IMG-taxon_2636416004_annotated_assembly/GCF_900106065.1_IMG-taxon_2636416004_annotated_assembly_genomic.fna.gz
Halorubrum_ezzemoulense	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/515/GCF_004126515.1_ASM412651v1/GCF_004126515.1_ASM412651v1_genomic.fna.gz
Vibrio_qinghaiensis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/545/GCF_002257545.1_ASM225754v1/GCF_002257545.1_ASM225754v1_genomic.fna.gz
Herbaspirillum_sp_meg3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/565/GCF_002257565.1_ASM225756v1/GCF_002257565.1_ASM225756v1_genomic.fna.gz
Parabacteroides_sp_CT06	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/605/GCF_002257605.1_ASM225760v1/GCF_002257605.1_ASM225760v1_genomic.fna.gz
Gordonia_polyisoprenivorans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/745/GCF_002257745.1_ASM225774v1/GCF_002257745.1_ASM225774v1_genomic.fna.gz
Streptococcus_sobrinus	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/605/GCF_000686605.1_ASM68660v1/GCF_000686605.1_ASM68660v1_genomic.fna.gz
Micromonospora_echinospora	representative genome	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/091/495/GCF_900091495.1_IMG-taxon_2622736613_annotated_assembly/GCF_900091495.1_IMG-taxon_2622736613_annotated_assembly_genomic.fna.gz
Klebsiella_quasivariicola	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/255/GCF_002269255.1_ASM226925v1/GCF_002269255.1_ASM226925v1_genomic.fna.gz
Altererythrobacter_mangrovi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/345/GCF_002269345.1_ASM226934v1/GCF_002269345.1_ASM226934v1_genomic.fna.gz
Maribacter_cobaltidurans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/385/GCF_002269385.1_ASM226938v1/GCF_002269385.1_ASM226938v1_genomic.fna.gz
Candidatus_Hamiltonella_defensa	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/405/GCF_002269405.1_ASM226940v1/GCF_002269405.1_ASM226940v1_genomic.fna.gz
Pseudomonas_sp_NS1(2017)	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/425/GCF_002269425.1_ASM226942v1/GCF_002269425.1_ASM226942v1_genomic.fna.gz
NY_014_poxvirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/605/GCF_002270605.1_ViralProj399944/GCF_002270605.1_ViralProj399944_genomic.fna.gz
Sus_scrofa_papillomavirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/625/GCF_002270625.1_ViralProj399948/GCF_002270625.1_ViralProj399948_genomic.fna.gz
Wheat_leaf_yellowing_associated_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/665/GCF_002270665.1_ViralProj399960/GCF_002270665.1_ViralProj399960_genomic.fna.gz
Wild_melon_vein_banding_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/685/GCF_002270685.1_ViralProj399964/GCF_002270685.1_ViralProj399964_genomic.fna.gz
Morelia_viridis_nidovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/705/GCF_002270705.1_ViralProj399968/GCF_002270705.1_ViralProj399968_genomic.fna.gz
Abisko_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/725/GCF_002270725.1_ViralProj399942/GCF_002270725.1_ViralProj399942_genomic.fna.gz
Wild_vitis_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/745/GCF_002270745.1_ViralProj399946/GCF_002270745.1_ViralProj399946_genomic.fna.gz
Murmansk_poxvirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/885/GCF_002270885.1_ViralProj399945/GCF_002270885.1_ViralProj399945_genomic.fna.gz
Lasius_niger_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/965/GCF_002270965.1_ViralProj399961/GCF_002270965.1_ViralProj399961_genomic.fna.gz
Reed_chlorotic_stripe_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/005/GCF_002271005.1_ViralProj399969/GCF_002271005.1_ViralProj399969_genomic.fna.gz
Felis_catus_papillomavirus_type_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/065/GCF_002271065.1_ViralProj399947/GCF_002271065.1_ViralProj399947_genomic.fna.gz
Metallosphaera_turreted_icosahedral_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/085/GCF_002271085.1_ViralProj399951/GCF_002271085.1_ViralProj399951_genomic.fna.gz
Lelliottia_jeotgali	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/215/GCF_002271215.1_ASM227121v1/GCF_002271215.1_ASM227121v1_genomic.fna.gz
Bacillus_kochii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/276/165/GCF_002276165.1_ASM227616v1/GCF_002276165.1_ASM227616v1_genomic.fna.gz
Lactobacillus_kefiranofaciens	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/655/GCF_900103655.1_IMG-taxon_2597490363_annotated_assembly/GCF_900103655.1_IMG-taxon_2597490363_annotated_assembly_genomic.fna.gz
Rhizobium_sp_11515TR	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/895/GCF_002277895.1_ASM227789v1/GCF_002277895.1_ASM227789v1_genomic.fna.gz
Thermogutta_terrifontis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/955/GCF_002277955.1_ASM227795v1/GCF_002277955.1_ASM227795v1_genomic.fna.gz
Ochrobactrum_quorumnocens	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/035/GCF_002278035.1_ASM227803v1/GCF_002278035.1_ASM227803v1_genomic.fna.gz
Paraburkholderia_aromaticivorans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/075/GCF_002278075.1_ASM227807v1/GCF_002278075.1_ASM227807v1_genomic.fna.gz
Bifidobacterium_pseudolongum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/282/915/GCF_002282915.1_ASM228291v1/GCF_002282915.1_ASM228291v1_genomic.fna.gz
Actinobacteria_bacterium_IMCC25003	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/284/855/GCF_002284855.1_ASM228485v1/GCF_002284855.1_ASM228485v1_genomic.fna.gz
Actinobacteria_bacterium_IMCC26103	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/284/875/GCF_002284875.1_ASM228487v1/GCF_002284875.1_ASM228487v1_genomic.fna.gz
Actinobacteria_bacterium_IMCC19121	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/284/895/GCF_002284895.1_ASM228489v1/GCF_002284895.1_ASM228489v1_genomic.fna.gz
Actinobacteria_bacterium_IMCC26077	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/284/915/GCF_002284915.1_ASM228491v1/GCF_002284915.1_ASM228491v1_genomic.fna.gz
Tomato_associated_geminivirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/045/GCF_002285045.1_ViralProj400924/GCF_002285045.1_ViralProj400924_genomic.fna.gz
Clostridium_isatidis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/495/GCF_002285495.1_ASM228549v1/GCF_002285495.1_ASM228549v1_genomic.fna.gz
Xanthomonas_hortorum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/515/GCF_002285515.1_ASM228551v1/GCF_002285515.1_ASM228551v1_genomic.fna.gz
Plantactinospora_sp_KBS50	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/795/GCF_002285795.1_ASM228579v1/GCF_002285795.1_ASM228579v1_genomic.fna.gz
Corynebacterium_glaucum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/505/GCF_002287505.1_ASM228750v1/GCF_002287505.1_ASM228750v1_genomic.fna.gz
Candidatus_Nanopelagicus_limnes	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/885/GCF_002287885.2_ASM228788v2/GCF_002287885.2_ASM228788v2_genomic.fna.gz
Candidatus_Planktophila_lacus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/925/GCF_002287925.1_ASM228792v1/GCF_002287925.1_ASM228792v1_genomic.fna.gz
Candidatus_Planktophila_dulcis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/965/GCF_002287965.1_ASM228796v1/GCF_002287965.1_ASM228796v1_genomic.fna.gz
Candidatus_Nanopelagicus_hibericus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/005/GCF_002288005.1_ASM228800v1/GCF_002288005.1_ASM228800v1_genomic.fna.gz
Candidatus_Planktophila_sulfonica	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/065/GCF_002288065.1_ASM228806v1/GCF_002288065.1_ASM228806v1_genomic.fna.gz
Streptomyces_sp_CLI2509	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/075/GCF_002288075.1_ASM228807v1/GCF_002288075.1_ASM228807v1_genomic.fna.gz
Candidatus_Planktophila_versatilis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/105/GCF_002288105.1_ASM228810v1/GCF_002288105.1_ASM228810v1_genomic.fna.gz
Candidatus_Planktophila_vernalis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/185/GCF_002288185.1_ASM228818v1/GCF_002288185.1_ASM228818v1_genomic.fna.gz
Sphingobium_hydrophobicum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/285/GCF_002288285.1_ASM228828v1/GCF_002288285.1_ASM228828v1_genomic.fna.gz
Candidatus_Nanopelagicus_abundans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/305/GCF_002288305.1_ASM228830v1/GCF_002288305.1_ASM228830v1_genomic.fna.gz
